Rank,Performance,"Surname, first name",Club,Nat.,YOB,M/F,Rank M/F,Cat,Cat. Rank,Avg.Speed km/h,Age graded performance,Runner ID,Event,Date,Distance,Finishers,winner_time,"Original name
Surname, first name",hours
20,7:51:05 h,"Woodall, Robert","*Sims, NC",USA,1977,M,17,M40,6,6.368,7:22:19 h,864263,7th Conquer the Rock - Foothills 50K (USA),05.03.2022,50km  trail race,"98 (65 M, 33 F)",5:14:53 h,,
17,8:52:35 h,"Woodall, Robert","*Sims, NC",USA,1977,M,15,M40,5,5.633,8:20:03 h,864263,11th Duncan Ridge Trail 50 km Race (USA),20.11.2021,50km  trail race,"34 (31 M, 3 F)",6:30:42 h,,
47,6:10:01 h,"Woodall, Robert","*Sims, NC",USA,1977,M,36,M40,7,8.108,5:50:18 h,864263,9th Eastern Divide Ultra (USA),19.06.2021,50km  trail race,"199 (122 M, 77 F)",3:53:25 h,,
2,22:39:31 h,"Woodall, Robert","*Sims, NC",USA,1977,M,2,M40,2,7.103,21:27:04 h,864263,8th Hell Hole Hundred 100 Mile (USA),05.-06.06.2021,100mi  trail race,"7 (7 M, 0 F)",21:55:21 h,,
22,16:29:06 h,"Woodall, Robert","*Sims, NC",USA,1977,M,18,M40,6,5.467,15:36:23 h,864263,9th Cruel Jewel 50 Mile (USA),15.-16.05.2021,56mi  trail race,"89 (65 M, 24 F)",11:20:20 h,,
84,6:35:00 h,"Woodall, Robert","*Sims, NC",USA,1977,M,70,M40,17,7.595,6:13:57 h,864263,21th Promise Land 50K++ (USA),24.04.2021,50km  trail race,"302 (206 M, 96 F)",4:42:43 h,,
10,6:42:07 h,"Woodall, Robert","*Sims, NC",USA,1977,M,9,M40,1,7.461,6:20:42 h,864263,6th Conquer the Rock - Foothills 50K (USA),06.03.2021,50km  trail race,"125 (84 M, 41 F)",5:28:54 h,,
29,5:59:13 h,"Woodall, Robert","*Sims, NC",USA,1977,M,28,M40,5,8.352,5:40:05 h,864263,26th Holiday Lake 50K++ (USA),13.02.2021,50km  trail race,"117 (96 M, 21 F)",4:21:45 h,,
11,8:25:06 h,"Woodall, Robert",*NC,USA,1977,M,9,M40,5,7.647,7:58:11 h,864263,29th Uwharrie Mountain Run (USA),06.02.2021,40mi  trail race,"54 (40 M, 14 F)",6:35:43 h,,
15,4:51:00 h,"Woodall, Robert","*Sims, NC",USA,1977,M,14,M40,6,10.309,4:35:30 h,864263,12th North Carolina Fat Ass 50 Km (USA),30.01.2021,50km  trail race,"56 (40 M, 16 F)",3:45:00 h,,
14,10:09:45 h,"Woodall, Robert","*Sims, NC",USA,1977,M,12,M40,3,7.285,9:37:16 h,864263,31th Pine Mountain Trail Run (USA),06.12.2020,46mi  trail race,"32 (29 M, 3 F)",7:54:24 h,,
43,9:57:13 h,"Woodall, Robert","*Sims, NC",USA,1977,M,39,M40,12,5.023,9:25:24 h,864263,10th Duncan Ridge Trail 50 km Race (USA),21.11.2020,50km  trail race,"47 (41 M, 6 F)",5:55:00 h,,
22,26:07:23 h,"Woodall, Robert","*Sims, NC",USA,1977,M,19,M40,4,6.345,24:43:51 h,864263,4th No Business 100 (USA),16.-17.10.2020,103mi  trail race,"131 (108 M, 23 F)",19:44:25 h,,
19,5:55:17 h,"Woodall, Robert","*Sims, NC",USA,1977,M,19,M40,4,8.444,5:39:08 h,864263,10th Table Rock 50 km Ultra (USA),19.09.2020,50km  trail race,"103 (86 M, 17 F)",4:26:58 h,,
2,89.801 km,"Woodall, Robert","*Sims, NC",USA,1977,M,2,M40,1,7.483,94.082 km,864263,2nd MC Broken Ankle 12 Hour Run (USA),08.02.2020,12h  trail race,"51 (35 M, 16 F)",94.790 km,,
7,4:35:01 h,"Woodall, Robert","*Sims, NC",USA,1977,M,7,M40,1,10.908,4:22:31 h,864263,11th North Carolina Fat Ass 50 Km (USA),25.01.2020,50km  trail race,"57 (33 M, 24 F)",4:07:40 h,,
22,6:08:31 h,"Woodall, Robert","*Sims, NC",USA,1977,M,18,M40,2,8.141,5:51:45 h,864263,2nd South Mountains Marathons (USA),11.01.2020,50km  trail race,"102 (80 M, 22 F)",4:37:59 h,,
62,27:02:26 h,,*NC,USA,1977,M,58,M40,10,5.952,25:48:37 h,864263,11th Grindstone 100 Mile (USA),04.-05.10.2019,100mi  trail race,"198 (168 M, 30 F)",19:44:19 h,"Woodall, Robert",
24,6:02:17 h,"Woodall, Robert","*Sims, NC",USA,1977,M,21,M40,7,8.281,5:48:38 h,864263,9th Table Rock 50 km Ultra (USA),21.09.2019,50km  trail race,"227 (179 M, 48 F)",4:18:09 h,,
11,15:24:00 h,"Woodall, Robert","*Sims, NC",USA,1977,M,9,M40,3,5.225,14:49:10 h,864263,8th H9 Dragon 50 Miler (USA),10.08.2019,50mi  trail race,"38 (25 M, 13 F)",11:46:00 h,,
17,9:48:27 h,"Woodall, Robert","*Sims, NC",USA,1977,M,14,M40,4,8.205,9:26:16 h,864263,27th Bull Run Run 50 Miler (USA),13.04.2019,50mi  trail race,"159 (121 M, 38 F)",7:57:16 h,,
8,8:07:28 h,"Woodall, Robert",Wilson Beer Runners,USA,1977,M,6,M40,1,7.923,7:49:06 h,864263,27th Uwharrie Mountain Run (USA),02.02.2019,40mi  trail race,"90 (72 M, 18 F)",6:37:25 h,,
26,32:14:09 h,"Woodall, Robert","*Sims, NC",USA,1977,M,22,M40,5,4.992,31:15:22 h,864263,1st The Hellbender One Hundred (USA),20.-21.04.2018,100mi  trail race,"74 (60 M, 14 F)",21:56:00 h,,
14,7:33:17 h,"Woodall, Robert","*Sims, NC",USA,1977,M,13,M40,3,8.521,7:19:31 h,864263,26th Uwharrie Mountain Run (USA),03.02.2018,40mi  trail race,"90 (74 M, 16 F)",6:05:00 h,,
3,27:57:09 h,"Woodall, Robert","*Sims, NC",USA,1977,M,2,M40,2,5.757,27:06:10 h,864263,4th Uwharrie 100 Mile Trail Run (USA),21.-22.10.2017,100mi  trail race,"24 (20 M, 4 F)",20:27:04 h,,
23,5:50:28 h,"Woodall, Robert","*Sims, NC",USA,1977,M,20,M35,7,8.560,5:42:08 h,864263,7th Table Rock 50 km Ultra (USA),23.09.2017,50km  trail race,"245 (187 M, 58 F)",4:22:30 h,,
63,19:10:12 h,"Woodall, Robert","*Sims, NC",USA,1977,M,51,M35,14,5.709,18:42:50 h,864263,5th Georgia Death Race (USA),01.-02.04.2017,68mi  trail race,"184 (141 M, 43 F)",11:58:19 h,,
8,7:40:49 h,"Woodall, Robert",Wilson Beer Runners,USA,1977,M,8,M35,3,8.382,7:29:51 h,864263,25th Uwharrie Mountain Run (USA),04.02.2017,40mi  trail race,"90 (73 M, 17 F)",6:03:03 h,,
18,5:57:54 h,"Woodall, Robert","*Sims, NC",USA,1977,M,15,M35,5,8.382,5:51:28 h,864263,6th Table Rock 50 km Ultra (USA),24.09.2016,50km  trail race,"177 (134 M, 43 F)",4:37:33 h,,
81,9:19:49 h,"Warburton, Leigh",Bowland FR,GBR,1963,M,73,M50,7,6.382,8:15:10 h,482615,Old County Tops Fell Race (GBR),16.05.2015,37mi  trail race,"168 (146 M, 22 F)",6:48:22 h,,
31,8:53:59 h,"Warburton, Leigh",Bowland,GBR,1963,M,30,M45,4,6.691,8:00:36 h,482615,Old County Tops Fell Race (GBR),18.05.2013,37mi  trail race,"156 (140 M, 16 F)",7:10:14 h,,
29,8:39:59 h,"Warburton, Leigh",Bowland,GBR,1963,M,26,M45,3,6.871,7:52:03 h,482615,Old County Tops Fell Race (GBR),19.05.2012,37mi  trail race,"168 (148 M, 20 F)",7:03:30 h,,
15,8:14:18 h,"Warburton, Leigh",Bowland,GBR,1963,M,15,M45,1,7.228,7:32:35 h,482615,Old County Tops Fell Race (GBR),21.05.2011,37mi  trail race,"140 (126 M, 14 F)",7:05:53 h,,
21,9:08:38 h,"Warburton, Leigh",,GBR,1963,M,20,M45,2,6.512,8:26:37 h,482615,Old County Tops Fell Race (GBR),22.05.2010,37mi  trail race,"114 (100 M, 14 F)",7:27:58 h,,
11,8:15:00 h,"Warburton, Leigh",,GBR,1963,M,11,M45,1,7.218,7:40:54 h,482615,Old County Tops Fell Race (GBR),16.05.2009,37mi  trail race,"112 (106 M, 6 F)",7:08:00 h,,
11,7:42:00 h,"Warburton, Leigh",,GBR,1963,M,11,M40,3,7.733,7:13:47 h,482615,Old County Tops Fell Race (GBR),17.05.2008,37mi  trail race,"112 (108 M, 4 F)",6:49:00 h,,
11,8:17:00 h,"Warburton, Leigh",,GBR,1963,M,11,M40,5,7.189,7:54:24 h,482615,Old County Tops Fell Race (GBR),20.05.2006,37mi  trail race,"72 (68 M, 4 F)",7:28:00 h,,
1,8:23:20 h,"Warburton, Leigh",Bowland,GBR,1963,M,1,M35,1,7.098,8:11:22 h,482615,Old County Tops Fell Race (GBR),17.05.2003,37mi  trail race,"26 (25 M, 1 F)",8:23:20 h,,
69,5:39:15 h,"Warburton, Leigh",,GBR,1963,M,62,M35,14,9.108,5:31:11 h,482615,Haworth Hobble 32 Miles (GBR),15.03.2003,32mi  trail race,"232 (195 M, 37 F)",4:05:45 h,,
1,7:42:00 h,"Warburton, Leigh",Bowland,GBR,1963,M,1,M35,1,7.733,7:33:42 h,482615,Old County Tops Fell Race (GBR),18.05.2002,37mi  trail race,"44 (41 M, 3 F)",7:42:00 h,,
20,12:56:03 h,"Pountney, Richard",JSJ,GBR,1954,M,20,M40,3,9.954,12:26:48 h,318917,South Downs Way 80 Mile Trail Run (GBR),29.-30.06.1996,80mi  trail race,"29 (23 M, 6 F)",9:53:08 h,,
33,7:45:58 h,"Pountney, Richard",Brighton Hash House H,GBR,1954,M,30,M35,6,11.396,7:34:53 h,318917,44th London to Brighton Road Race (GBR),02.10.1994,88.5km  road race,"106 (99 M, 7 F)",6:01:02 h,,
7,16:18:00 h,"Pountney, Richard",*Brighton,GBR,1954,M,7,M35,1,9.387,15:54:44 h,318917,10th West Highland Way Race (GBR),18.-19.06.1994,153km  trail race,"30 (28 M, 2 F)",13:41:00 h,,
24,7:33:29 h,"Pountney, Richard",Brighton & Hove A.C,GBR,1954,M,22,M35,7,11.709,7:25:20 h,318917,43rd London to Brighton Road Race (GBR),03.10.1993,88.5km  road race,"82 (78 M, 4 F)",6:07:22 h,,
55,8:46:33 h,"Thomas, Hywel",,GBR,1965,M,48,M55,2,9.169,7:17:03 h,1455984,12th South Downs Way 50 Mile Race (GBR),13.04.2024,50mi  trail race,"401 (307 M, 94 F)",6:27:14 h,,
12,5:05:22 h,"Thomas, Hywel",,GBR,1965,M,12,M55,1,9.803,4:13:28 h,1455984,Humanity Direct Amersham Ultra (GBR),02.03.2024,31mi  trail race,"111 (72 M, 39 F)",4:11:51 h,,
17,28:06:59 h,,,GBR,1965,M,16,M55,2,5.838,23:20:12 h,1455984,Cotswold Way Century (GBR),16.-17.09.2023,102mi  trail race,"40 (35 M, 5 F)",19:55:00 h,"Thomas, Hywel",
88,9:12:04 h,,Chiltern Harriers,GBR,1965,M,74,M55,5,8.745,7:42:32 h,1455984,11th South Downs Way 50 Mile Race (GBR),08.04.2023,50mi  trail race,"356 (273 M, 83 F)",6:12:16 h,"Thomas, Hywel",
35,6:54:56 h,,,GBR,1965,M,27,M55,2,10.007,5:47:38 h,1455984,15th Country to Capital (GBR),07.01.2023,43mi  trail race,"253 (199 M, 54 F)",5:11:45 h,"Thomas, Hywel",
37,5:37:27 h,"Thomas, Hywel",Chiltern Harriers,GBR,1965,M,28,M55,3,9.246,4:42:43 h,1455984,Beachy Head Ultra (GBR),22.10.2022,52km  trail race,"200 (129 M, 71 F)",4:04:55 h,,
37,10:34:49 h,"Thomas, Hywel",,GBR,1965,M,30,M55,1,7.149,8:51:51 h,1455984,The Lap Anticlockwise (GBR),10.-11.09.2022,47mi  trail race,"397 (275 M, 122 F)",8:09:31 h,,
33,21:06:54 h,,Chiltern Harriers,GBR,1965,M,29,M55,2,7.622,17:51:18 h,1455984,11th Thames Path 100 (GBR),07.-08.05.2022,100mi  trail race,"203 (160 M, 43 F)",13:59:38 h,"Thomas, Hywel",
43,8:21:20 h,,Chiltern Harriers,GBR,1965,M,37,M55,1,9.630,7:03:56 h,1455984,10th South Downs Way 50 Mile Race (GBR),09.04.2022,50mi  trail race,"355 (263 M, 92 F)",6:49:10 h,"Thomas, Hywel",
19,11:40:27 h,"Thomas, Hywel",,GBR,1965,M,16,M55,2,9.098,9:52:19 h,1455984,Pilgrim Challenge North Downs Way Multistage Ultra (GBR),05.-06.02.2022,66mi/2stages  stage race,"157 (113 M, 44 F)",9:22:50 h,,
14,50.000 km,"Thomas, Hywel",Chiltern Harriers,GBR,1965,M,14,M55,2,4.167,59.130 km,1455984,Flitch Way 12 hour race (GBR),23.01.2022,12h  trail race,"16 (15 M, 1 F)",120.000 km,,
50,26:58:03 h,,Chiltern Harriers,GBR,1965,M,47,M55,1,6.147,22:48:14 h,1455984,11th North Downs Way 100 Mile Race (GBR),07.-08.08.2021,103mi  trail race,"111 (92 M, 19 F)",16:34:47 h,"Thomas, Hywel",
22,5:00:51 h,"Thomas, Hywel",,GBR,1965,M,19,M55,1,9.950,4:16:43 h,1455984,Humanity Direct Chiltern Challenge (GBR),10.07.2021,31mi  trail race,"182 (115 M, 67 F)",3:57:20 h,,
40,9:19:03 h,"Thomas, Hywel",,GBR,1965,M,38,M55,1,9.258,7:57:03 h,1455984,Race to the King (GBR),19.-20.06.2021,53.6mi  trail race,"904 (557 M, 347 F)",7:49:43 h,,
31,5:04:20 h,"Thomas, Hywel",,GBR,1965,M,28,M50,2,9.463,4:22:04 h,1455984,Humanity Direct Amersham Ultra (GBR),07.03.2020,48km  trail race,"179 (112 M, 67 F)",3:39:30 h,,
3,8:16:45 h,"Duncan, Alan",Mersey Fell Runners,GBR,,M,3,#NA,3,7.192,8:16:45 h,1464151,Old County Tops Fell Race (GBR),28.06.1997,37mi  trail race,"36 (35 M, 1 F)",7:00:24 h,,
313,6:03:12 h,"Griffiths, Neville Mark",Biggarsberg AC,RSA,1973,M,260,M40,42,8.590,5:41:01 h,301677,53rd Arthur Cresswell Memorial Marathon Bergville to Ladysmith (RSA),07.04.2018,52km  road race,"434 (331 M, 103 F)",3:08:40 h,,
224,5:32:15 h,"Griffiths, Neville Mark",Biggarsberg AC,RSA,1973,M,194,M40,37,9.391,5:14:33 h,301677,52nd Arthur Cresswell Memorial Marathon Bergville to Ladysmith (RSA),01.04.2017,52km  road race,"463 (349 M, 114 F)",3:13:26 h,,
237,5:13:24 h,"Griffiths, Neville Mark",,RSA,1973,M,203,M40,29,9.955,5:01:36 h,301677,50th Arthur Cresswell Memorial Marathon Bergville to Ladysmith (RSA),11.04.2015,52km  road race,"607 (458 M, 149 F)",3:13:53 h,,
13,4:57:06 h,"Griffiths, Neville Mark",Biggarsberg AC,RSA,1973,M,12,M35,1,10.098,4:51:46 h,301677,Vryheid Easter Ultra Marathon 50km (RSA),10.03.2012,50km  road race,"34 (29 M, 5 F)",3:27:21 h,,
37,66.800 km,"King, Janet",,GBR,1958,F,10,W45,1,2.783,73.463 km,28910,East Hull Harriers 24 Hours Track Race (GBR),14.-15.07.2007,24h  track,"39 (29 M, 10 F)",205.028 km,,
8,13:01:00 h,"Fryer, Dave",,USA,,M,8,#NA,5,6.182,13:01:00 h,379090,4th JFK 50 Mile (USA),27.03.1966,50mi  trail race,"11 (11 M, 0 F)",10:21:00 h,,
11,13:24:00 h,"Fryer, Dave",,USA,,M,11,#NA,8,6.005,13:24:00 h,379090,3rd JFK 50 Mile (USA),27.03.1965,50mi  trail race,"18 (18 M, 0 F)",10:39:00 h,,
95,6:19:15 h,"Ainsworth, Chris",,GBR,1957,M,80,M45,18,8.148,5:47:15 h,481526,Haworth Hobble 32 Miles (GBR),12.03.2005,32mi  trail race,"200 (177 M, 23 F)",4:13:54 h,,
133,6:33:15 h,"Ainsworth, Chris",,GBR,1957,M,114,M45,14,7.857,6:06:10 h,481526,Haworth Hobble 32 Miles (GBR),15.03.2003,32mi  trail race,"232 (195 M, 37 F)",4:05:45 h,,
225,18:48:15 h,"Bird, Jackie",,GBR,1963,F,66,W55,2,5.318,15:38:36 h,331221,Thames Path Challenge (GBR),07.-08.09.2019,100km  trail race,"778 (431 M, 347 F)",8:29:43 h,,
143,20:41:18 h,,,GBR,1963,F,33,W50,2,5.124,17:40:05 h,331221,Isle of Wight Challenge (GBR),29.-30.04.2017,106km  trail race,"582 (293 M, 289 F)",10:43:05 h,"Bird, Jackie",
10,10:25:47 h,"Bird, Jackie",,GBR,1963,F,2,W23,2,9.588,10:25:47 h,331221,100 km Greenwich (GBR),08.05.1994,100km  road race,"11 (8 M, 3 F)",7:35:03 h,,
12,7:39:32 h,"Fanning, Michael","*Fullerton, CA",USA,1987,M,11,M23,6,7.354,7:39:32 h,784064,18th Santa Barbara Nine Trails 35 Mile Endurance Run (USA),26.03.2016,35mi  trail race,"95 (70 M, 25 F)",5:59:59 h,,
67,8:43:52 h,"Wathall, Steve",,GBR,1958,M,54,M55,6,7.004,7:10:44 h,77122,7th Tour de Helvellyn (GBR),16.12.2017,38mi  trail race,"160 (127 M, 33 F)",5:54:47 h,,
80,8:26:25 h,"Wathall, Steve",Retford AC,GBR,1958,M,72,M55,5,6.872,7:00:20 h,77122,6th Tour de Helvellyn (GBR),17.12.2016,58km  trail race,"201 (160 M, 41 F)",5:42:46 h,,
35,28:01:24 h,,,GBR,1958,M,31,M55,2,4.139,23:15:34 h,77122,Ultra Tour Monte Rosa Non stop Race (ITA),02.-03.09.2016,116km  trail race,"73 (61 M, 12 F)",19:48:07 h,"Wathall, Steve",
18,16:21:11 h,"Wathall, Steve",Retford AC,GBR,1958,M,16,M55,1,4.464,13:34:23 h,77122,10 Peaks The Lakes – Long Trail (GBR),25.-26.06.2016,73km  trail race,"67 (61 M, 6 F)",12:47:23 h,,
149,10:54:17 h,"Wathall, Steve",Retford AC,GBR,1958,M,127,M55,2,5.461,9:03:04 h,77122,Old County Tops Fell Race (GBR),21.05.2016,37mi  trail race,"186 (156 M, 30 F)",6:53:51 h,,
27,6:59:28 h,"Wathall, Steve",,GBR,1958,M,26,M55,3,7.152,5:51:26 h,77122,Isle of Man Mountain Ultra (GBR),03.10.2015,50km  trail race,"73 (57 M, 16 F)",5:18:24 h,,
77,22:22:38 h,"Wathall, Steve",Retford AC,GBR,1958,M,73,M55,2,3.799,18:44:52 h,77122,2ème L'Echappée Belle 85 km (FRA),28.-30.08.2015,85km  trail race,"170 (157 M, 13 F)",14:08:41 h,,
28,26:52:00 h,,Retford AC,GBR,1958,M,26,M55,2,3.722,22:30:33 h,77122,Transylvania One Hundred (ROU),16.05.2015,100km  trail race,"44 (39 M, 5 F)",17:31:00 h,"Wathall, Steve",
75,17:02:00 h,"Wathall, Steve",,GBR,1958,M,71,M55,4,5.763,14:16:14 h,77122,53rd The Fellsman (GBR),25.-26.04.2015,61mi  trail race,"279 (238 M, 41 F)",10:23:00 h,,
132,10:37:58 h,"Wathall, Steve",,GBR,1958,M,121,M55,6,8.325,8:54:30 h,77122,Hardmoors 55 (GBR),21.03.2015,55mi  trail race,"244 (210 M, 34 F)",7:39:08 h,,
67,5:26:59 h,"Wathall, Steve",Retford,GBR,1958,M,63,M55,1,9.450,4:33:57 h,77122,Haworth Hobble 32 Miles (GBR),14.03.2015,32mi  trail race,"383 (301 M, 82 F)",4:09:10 h,,
42,8:21:26 h,"Wathall, Steve",Retford AC,GBR,1958,M,35,M55,1,5.983,7:04:01 h,77122,Isle of Man Mountain Ultra (GBR),27.09.2014,50km  trail race,"51 (40 M, 11 F)",5:34:23 h,,
74,35:01:25 h,"Wathall, Steve",Retford Ac,GBR,1958,M,73,M55,2,4.568,29:36:58 h,77122,Grand Raid des Pyrénées 160 km (FRA),22.-24.08.2014,160km  trail race,"404 (385 M, 19 F)",25:03:25 h,,
9,22:44:00 h,,Retford AC,GBR,1958,M,9,M55,1,4.399,19:13:24 h,77122,Transylvania One Hundred (ROU),17.05.2014,100km  trail race,"30 (30 M, 0 F)",18:29:00 h,"Wathall, Steve",
79,11:35:35 h,"Wathall, Steve",,GBR,1958,M,68,M55,4,7.635,9:48:12 h,77122,Hardmoors 55 (GBR),22.03.2014,55mi  trail race,"170 (144 M, 26 F)",8:09:27 h,,
198,6:12:18 h,"Wathall, Steve",Retford,GBR,1958,M,178,M55,6,8.300,5:14:50 h,77122,Haworth Hobble 32 Miles (GBR),15.03.2014,32mi  trail race,"407 (330 M, 77 F)",4:04:31 h,,
23,7:09:00 h,"Wathall, Steve",Retford AC,GBR,1958,M,20,M50,1,7.090,6:09:25 h,77122,Manx Mountain Marathon (GBR),29.09.2012,31.5mi  trail race,"47 (39 M, 8 F)",4:55:56 h,,
266,14:50:37 h,"Wathall, Steve",Retford AC,GBR,1958,M,223,M50,15,5.421,12:46:55 h,77122,Lakeland 50 Mile (GBR),28.-29.07.2012,50mi  trail race,"453 (343 M, 110 F)",8:30:51 h,,
23,10:42:48 h,"Wathall, Steve",,GBR,1958,M,17,M50,3,8.262,9:13:31 h,77122,Hardmoors 55 (GBR),17.03.2012,55mi  trail race,"85 (74 M, 11 F)",8:27:18 h,,
150,6:05:52 h,"Wathall, Steve",Retford,GBR,1958,M,130,M50,20,8.446,5:15:03 h,77122,Haworth Hobble 32 Miles (GBR),10.03.2012,32mi  trail race,"364 (301 M, 63 F)",4:18:30 h,,
6,28:59:10 h,"Wathall, Steve",Retford AC,GBR,1958,M,4,M50,2,6.107,25:11:10 h,77122,4th Hardmoors 110 (GBR),03.-05.06.2011,110mi  trail race,"12 (10 M, 2 F)",20:58:45 h,,
23,6:37:23 h,"Wathall, Steve",Retford AC,GBR,1958,M,22,M50,2,7.654,5:45:18 h,77122,Manx Mountain Marathon (GBR),23.04.2011,31.5mi  trail race,"89 (78 M, 11 F)",4:45:16 h,,
7,5:22:00 h,"Wathall, Steve",,GBR,1958,M,7,M50,2,8.996,4:42:18 h,77122,1st Hardmoors 30 (GBR),01.01.2011,30mi  trail race,"29 (21 M, 8 F)",4:20:00 h,,
10,5:10:50 h,"Wathall, Steve",Retford AC,GBR,1958,M,10,M50,1,9.320,4:32:31 h,77122,1st Black Mountains Ultra Run (GBR),23.10.2010,30mi  trail race,"84 (68 M, 16 F)",4:24:33 h,,
25,11:09:36 h,"Wathall, Steve",Retford AC,GBR,1958,M,21,M50,2,7.210,9:47:03 h,77122,Lakeland 50 Mile (GBR),24.-25.07.2010,50mi  trail race,"276 (217 M, 59 F)",7:46:17 h,,
154,6:03:14 h,"Wathall, Steve",Retford,GBR,1958,M,134,M50,13,8.507,5:18:27 h,77122,Haworth Hobble 32 Miles (GBR),13.03.2010,32mi  trail race,"338 (280 M, 58 F)",4:18:10 h,,
9,30:47:53 h,"Wathall, Steve",,GBR,1958,M,9,M50,1,5.225,27:14:28 h,77122,Lakeland 100 Mile (GBR),31.07.-02.08.2009,100mi  trail race,"44 (43 M, 1 F)",22:46:29 h,,
101,10:45:00 h,"Wathall, Steve",,GBR,1958,M,95,M50,4,5.539,9:30:31 h,77122,Old County Tops Fell Race (GBR),16.05.2009,37mi  trail race,"112 (106 M, 6 F)",7:08:00 h,,
92,7:14:22 h,,*Newark,GBR,1958,M,83,M50,2,8.288,6:27:33 h,77122,21st Kepler Challenge Mountain Run (NZL),06.12.2008,60km  trail race,"401 (285 M, 116 F)",4:56:24 h,"Wathall, Steve",
71,7:08:28 h,"Wathall, Steve",Retford AC,GBR,1958,M,65,M45,5,7.099,6:25:38 h,77122,Manx Mountain Marathon (GBR),07.04.2007,31.5mi  trail race,"113 (98 M, 15 F)",4:22:45 h,,
43,10:17:30 h,"Wathall, Steve",Retford AC,GBR,1958,M,41,M40,6,7.819,9:58:44 h,77122,16th Rowbotham's Round Rotherham (GBR),12.12.1998,50mi  trail race,"122 (106 M, 16 F)",7:08:55 h,,
56,8:30:58 h,"Byers, Gary","*Kevil, KY",USA,1952,M,38,M60,2,7.045,6:44:14 h,273267,13th Land Between The Lakes 60 km Trail Run (USA),12.03.2016,60km  trail race,"113 (68 M, 45 F)",5:07:31 h,,
69,8:20:53 h,"Byers, Gary","*Kevil, KY",USA,1952,M,51,M60,3,7.187,6:40:10 h,273267,12th Land Between The Lakes 60 km Trail Run (USA),14.03.2015,60km  trail race,"101 (72 M, 29 F)",4:02:37 h,,
119,9:16:26 h,"Byers, Gary","*Kevil, KY",USA,1952,M,89,M60,1,6.470,7:28:53 h,273267,11th Land Between The Lakes 60 km Trail Run (USA),08.03.2014,60km  trail race,"169 (119 M, 50 F)",4:37:35 h,,
120,11:36:38 h,"Byers, Gary","*Kevil, KY",USA,1952,M,98,M60,3,6.931,9:27:21 h,273267,10th Land Between The Lakes 50 Mile Trail Run (USA),09.03.2013,50mi  trail race,"123 (99 M, 24 F)",6:26:22 h,,
58,8:12:04 h,"Byers, Gary","*Kevil, KY",USA,1952,M,48,M55,6,7.316,6:44:35 h,273267,9th Land Between The Lakes 60 km Trail Run (USA),10.03.2012,60km  trail race,"115 (87 M, 28 F)",4:32:28 h,,
10,73.225 km,"Byers, Gary",*KY,USA,1952,M,8,M55,2,7.323,87.402 km,273267,10 Hours Run Under The Stars (USA),12.-13.06.2010,10h  road race,"49 (34 M, 15 F)",96.560 km,,
32,10:24:52 h,"Byers, Gary",*KY,USA,1952,M,28,M55,1,7.726,8:48:24 h,273267,6th Land Between The Lakes 50 Mile Trail Run (USA),14.03.2009,50mi  trail race,"53 (43 M, 10 F)",7:29:02 h,,
2,90.927 km,"Byers, Gary",,USA,1952,M,1,M55,1,9.093,106.559 km,273267,10 Hours Run Under The Stars (USA),14.-15.06.2008,10h  road race,"24 (18 M, 6 F)",96.560 km,,
23,9:55:04 h,"Byers, Gary",,USA,1952,M,18,M55,1,8.113,8:27:47 h,273267,5th Land Between The Lakes 50 Mile Trail Run (USA),08.03.2008,50mi  trail race,"41 (32 M, 9 F)",7:12:24 h,,
5,82.881 km,"Byers, Gary",,USA,1952,M,3,M50,1,8.288,96.250 km,273267,10 Hours Run Under The Stars (USA),09.-10.06.2007,10h  road race,"21 (18 M, 3 F)",101.388 km,,
32,10:27:37 h,"Byers, Gary","*Kevil, KY",USA,1952,M,27,M50,4,7.693,9:00:27 h,273267,4th Land Between The Lakes 50 Mile Trail Run (USA),10.03.2007,50mi  trail race,"47 (40 M, 7 F)",7:27:09 h,,
22,7:26:26 h,"Byers, Gary","*Kevil, KY",USA,1952,M,20,M50,4,8.064,6:31:24 h,273267,2nd Land Between The Lakes 60 km Trail Run (USA),12.03.2005,60km  trail race,"34 (31 M, 3 F)",4:56:55 h,,
26,8:19:29 h,"Stadden, Bryan",,GBR,1956,M,23,M65,1,6.246,6:23:31 h,273087,Snowdonia Trail Running Challenge 52km – Spring Crossing (GBR),02.04.2022,52km  trail race,"74 (61 M, 13 F)",5:27:02 h,,
17,7:15:59 h,"Stadden, Bryan",,GBR,1956,M,14,M65,1,7.569,5:38:07 h,273087,Brecon Beacons Trail Running Challenge Day 2 - Reverse (GBR),17.10.2021,55km  trail race,"53 (39 M, 14 F)",5:51:50 h,,
153,6:26:18 h,"Stadden, Bryan",Bitton Road Runners,GBR,1956,M,129,M60,2,8.543,5:02:36 h,273087,24 Laugavegurinn (ISL),18.07.2020,55km  trail race,"528 (353 M, 175 F)",4:17:31 h,,
43,14:14:00 h,"Stadden, Bryan",Bitton,GBR,1956,M,38,M60,1,6.464,11:15:36 h,273087,Ultra Tour of Arran (GBR),13.-14.04.2019,92km/2stages  trail race,"283 (233 M, 50 F)",10:39:00 h,,
